Semana;Ranking;Autor;Semanas en ranking
12 de noviembre;8;Taylor Jenkins Reid;110
12 de noviembre;9;Anthony Doerr;83
12 de noviembre;10;Hannah Grace;4
12 de noviembre;11;Hannah Grace;19
12 de noviembre;12;Freida McFadden;19
12 de noviembre;13;Stephen King;8
12 de noviembre;14;Hanya Yanagihara;3
12 de noviembre;15;John Sandford;4
12 de noviembre;1; Britney Spears;1
12 de noviembre;2;David Grann;100
12 de noviembre;3;McKay Coppins;1
12 de noviembre;4;Rachel Maddow;2
12 de noviembre;5;John Stamos with Daphne Young;1
12 de noviembre;6;Walter Isaacson;7
12 de noviembre;7;Bill O'Reilly and Martin Dugard;5
12 de noviembre;8;Mary Beard;1
12 de noviembre;9;Bessel van der Kolk;166
12 de noviembre;10;Cassidy Hutchinson;5
12 de noviembre;11;Hadley Vlahos;10
12 de noviembre;12;Michael Lewis;4
12 de noviembre;13;Peter Attia with Bill Gifford;31
12 de noviembre;14;Jada Pinkett Smith;2
12 de noviembre;15;Harry Dunn;1
19 de noviembre;1;Janet Evanovich;1
19 de noviembre;2;John Grisham;3
19 de noviembre;3;Rebecca Yarros;27
19 de noviembre;4;Jennifer L. Armentrout;1
19 de noviembre;5;Lee Child and Andrew Child;2
19 de noviembre;6;Elle Kennedy;1
19 de noviembre;7;Bonnie Garmus;52
19 de noviembre;8;Anthony Doerr;84
19 de noviembre;9;Hannah Grace;5
19 de noviembre;10;Taylor Jenkins Reid;111
19 de noviembre;11;Hannah Grace;20
19 de noviembre;12;Freida McFadden;21
19 de noviembre;13;Ann Patchett;14
19 de noviembre;14;Stephen King;9
19 de noviembre;15;Ana Huang;2
19 de noviembre;1;Britney Spears;2
19 de noviembre;2;Matthew Perry;17
19 de noviembre;3;David Grann;101
19 de noviembre;4;Henry Winkler with James Kaplan;1
19 de noviembre;5;Peter Attia with Bill Gifford;32
19 de noviembre;6;Rachel Maddow;3
19 de noviembre;7;Walter Isaacson;8
19 de noviembre;8;Adam Kinzinger with Michael D’Antonio;1
19 de noviembre;9;Bessel van der Kolk;167
19 de noviembre;10;McKay Coppins;2
19 de noviembre;11;Michael Lewis;5
19 de noviembre;12;Bill O'Reilly and Martin Dugard;6
19 de noviembre;13;Rashid Khalidi;1
19 de noviembre;14;David Grann;28
19 de noviembre;15;Heather Cox Richardson;5
26 de noviembre;1;Rebecca Yarros;1
26 de noviembre;2;Rebecca Yarros;28
26 de noviembre;3;Michael Connelly;1
26 de noviembre;4;John Grisham;4
26 de noviembre;5;Travis Baldree;1
26 de noviembre;6;Lee Child and Andrew Child;3
26 de noviembre;7;Janet Evanovich;2
26 de noviembre;8;Bonnie Garmus;53
26 de noviembre;9;Anthony Doerr;85
26 de noviembre;10;Dirk Cussler;1
26 de noviembre;11;Lauren Asher;1
26 de noviembre;12;Hannah Grace;21
26 de noviembre;13;Laurell K. Hamilton;1
26 de noviembre;14;Jim Butcher;1
26 de noviembre;15;Freida McFadden;22
26 de noviembre;1;Britney Spears;3
26 de noviembre;2;Barbra Streisand;1
26 de noviembre;3;David Grann;102
26 de noviembre;4;Rachel Maddow;4
26 de noviembre;5;Matthew Perry;18
26 de noviembre;6;Walter Isaacson;9
26 de noviembre;7;Bessel van der Kolk;168
26 de noviembre;8;Henry Winkler with James Kaplan;2
26 de noviembre;9;Peter Attia with Bill Gifford;33
26 de noviembre;10;Ted Cruz;1
26 de noviembre;11;Brian Kilmeade;1
26 de noviembre;12;Rob Copeland;1
26 de noviembre;13;Kelly Weinersmith and Zach Weinersmith;1
26 de noviembre;14;Jeff Tweedy;1
26 de noviembre;15;David Grann;29
3 de diciembre;1;Rebecca Yarros;2
3 de diciembre;2;Rebecca Yarros;29
3 de diciembre;3;David Baldacci;1
3 de diciembre;4;Martha Wells;1
3 de diciembre;5;Mitch Albom;1
3 de diciembre;6;John Grisham;5
3 de diciembre;7;Patrick Rothfuss;1
3 de diciembre;8;James McBride;3
3 de diciembre;9;Michael Connelly;2
3 de diciembre;10;Anthony Doerr;86
3 de diciembre;11;Bonnie Garmus;54
3 de diciembre;12;Lee Child and Andrew Child;4
3 de diciembre;13;Janet Evanovich;3
3 de diciembre;14;Hannah Grace;22
3 de diciembre;15;Freida McFadden;23
3 de diciembre;1;Matthew Perry;19
3 de diciembre;2;Britney Spears;4
3 de diciembre;3;Barbra Streisand;2
3 de diciembre;4;Geddy Lee with Daniel Richler;1
3 de diciembre;5;David Grann;103
3 de diciembre;6;Jonathan Karl;1
3 de diciembre;7;Mark Harmon and Leon Carroll Jr.;1
3 de diciembre;8;Rachel Maddow;5
3 de diciembre;9;David Grann;30
3 de diciembre;10;Walter Isaacson;10
3 de diciembre;11;Bessel van der Kolk;169
3 de diciembre;12;Brian Kilmeade;2
3 de diciembre;13;Henry Winkler with James Kaplan;3
3 de diciembre;14;Ted Cruz;2
3 de diciembre;15;Peter Attia with Bill Gifford;34
10 de diciembre;1;Rebecca Yarros;3
10 de diciembre;2;Rebecca Yarros;30
10 de diciembre;3;Nora Roberts;1
10 de diciembre;4;ames Patterson;1
10 de diciembre;5;John Grisham;6
10 de diciembre;6;Bonnie Garmus;55
10 de diciembre;7;James McBride;4
10 de diciembre;8;Hannah Grace;23
10 de diciembre;9;David Baldacci;2
10 de diciembre;10;Danielle Steel;1
10 de diciembre;11;Mitch Albom;2
10 de diciembre;12;Michael Connelly;2
10 de diciembre;13;Stephen King;10
10 de diciembre;14;Anthony Doerr;87
10 de diciembre;15;Ana Huang;4
10 de diciembre;1;Britney Spears;5
10 de diciembre;2;Matthew Perry;20
10 de diciembre;3;David Grann;104
10 de diciembre;4;Barbra Streisand;3
10 de diciembre;5;David Grann;31
10 de diciembre;6;Rachel Maddow;6
10 de diciembre;7;Walter Isaacson;11
10 de diciembre;8;Geddy Lee with Daniel Richler;2
10 de diciembre;9;Jennette McCurdy;59
10 de diciembre;10;Bessel van der Kolk;170
10 de diciembre;11;Mark Harmon and Leon Carroll Jr.;2
10 de diciembre;12;Peter Attia with Bill Gifford;35
10 de diciembre;13;Dolly Parton with Holly George-Warren;2
10 de diciembre;14;Bill O'Reilly and Martin Dugard;7
10 de diciembre;15;Brian Kilmeade;3
17 de diciembre;1;Rebecca Yarros;31
17 de diciembre;2;Rebecca Yarros;4
17 de diciembre;3;Patricia Cornwell;1
17 de diciembre;4;John Grisham;7
17 de diciembre;5;James McBride;5
17 de diciembre;6;Bonnie Garmus;56
17 de diciembre;7;Hannah Grace;24
17 de diciembre;8;James Patterson;2
17 de diciembre;9;David Baldacci;3
17 de diciembre;10;Mitch Albom;3
17 de diciembre;11;Nora Roberts;2
17 de diciembre;12;Michael Connelly;4
17 de diciembre;13;Anthony Doerr;88
17 de diciembre;14;Stephen King;11
17 de diciembre;15;Freida McFadden;24
17 de diciembre;1;Britney Spears;6
17 de diciembre;2;David Grann;105
17 de diciembre;3;Matthew Perry;21
17 de diciembre;4;Barbra Streisand;4
17 de diciembre;5;David Grann;32
17 de diciembre;6;Rachel Maddow;7
17 de diciembre;7;Omid Scobie;1
17 de diciembre;8;Walter Isaacson;12
17 de diciembre;9;Mark Harmon and Leon Carroll Jr.;3
17 de diciembre;10;Dolly Parton with Holly George-Warren;3
17 de diciembre;11;Peter Attia with Bill Gifford;36
17 de diciembre;12;Bessel van der Kolk;171
17 de diciembre;13;Geddy Lee with Daniel Richler;3
17 de diciembre;14;Heather Cox Richardson;6
17 de diciembre;15;Henry Winkler with James Kaplan;4
24 de diciembre;1;Rebecca Yarros;32
24 de diciembre;2;Rebecca Yarros;5
24 de diciembre;3;James McBride;6
24 de diciembre;4;John Grisham;8
24 de diciembre;5;Hannah Grace;25
24 de diciembre;6;Bonnie Garmus;57
24 de diciembre;7;David Baldacci;4
24 de diciembre;8;Mitch Albom;4
24 de diciembre;9;James Patterson;3
24 de diciembre;10;Stephen King;12
24 de diciembre;11;Michael Connelly;5
24 de diciembre;12;Anthony Doerr;89
24 de diciembre;13;Freida McFadden;25
24 de diciembre;14;Ann Patchett;15
24 de diciembre;15;Abraham Verghese;23
24 de diciembre;1;Liz Cheney;1
24 de diciembre;2;Britney Spears;7
24 de diciembre;3;David Grann;33
24 de diciembre;4;David Grann;106
24 de diciembre;5;Barbra Streisand;5
24 de diciembre;6;Tim Alberta;1
24 de diciembre;7;Matthew Perry;22
24 de diciembre;8;Walter Isaacson;13
24 de diciembre;9;Rachel Maddow;8
24 de diciembre;10;Geddy Lee with Daniel Richler;4
24 de diciembre;11;Peter Attia with Bill Gifford;37
24 de diciembre;12;Mark Harmon and Leon Carroll Jr.;4
24 de diciembre;13;Dolly Parton with Holly George-Warren;4
24 de diciembre;14;Heather Cox Richardson;7
24 de diciembre;15;Henry Winkler with James Kaplan;5
31 de diciembre;1;Rebecca Yarros;33
31 de diciembre;2;Rebecca Yarros;6
31 de diciembre;3;James McBride;7
31 de diciembre;4;John Grisham;9
31 de diciembre;5;Hannah Grace;28
31 de diciembre;6;Bonnie Garmus;58
31 de diciembre;7;Mitch Albom;5
31 de diciembre;8;Stephen King;13
31 de diciembre;9;David Baldacci;5
31 de diciembre;10;Anthony Doerr;90
31 de diciembre;11;Freida McFadden;26
31 de diciembre;12;Ann Patchett;16
31 de diciembre;13;James Patterson;4
31 de diciembre;14;Taylor Jenkins Reid;112
31 de diciembre;15;Abraham Verghese;24
31 de diciembre;1;Liz Cheney;2
31 de diciembre;2;David Grann;34
31 de diciembre;3;Britney Spears;8
31 de diciembre;4;David Grann;107
31 de diciembre;5;Matthew Perry;23
31 de diciembre;6;Barbra Streisand;6
31 de diciembre;7;Daniel James Brown;123
31 de diciembre;8;Walter Isaacson;14
31 de diciembre;9;Peter Attia with Bill Gifford;38
31 de diciembre;10;Bessel van der Kolk;172
31 de diciembre;11;Mark Harmon and Leon Carroll Jr.;5
31 de diciembre;12;Dolly Parton with Holly George-Warren;5
31 de diciembre;13;Rachel Maddow;9
31 de diciembre;14;Geddy Lee with Daniel Richler;5
31 de diciembre;15;Henry Winkler with James Kaplan;6
