Semana;Categoría;Ranking;Título;Autor;Semanas en ranking;Género
12 de febrero 2023;Combined Print & E-Book Nonfiction;15;SURRENDER;Bono;11;Autobiografía
19 de febrero 2023;Combined Print & E-Book Fiction;1;IT ENDS WITH US;Colleen Hoover;86;Romance Contemporáneo
19 de febrero 2023;Combined Print & E-Book Fiction;2;IT STARTS WITH US;Colleen Hoover;16;Romance Contemporáneo
19 de febrero 2023;Combined Print & E-Book Fiction;3;LESSONS IN CHEMISTRY;Bonnie Garmus;13;Ficción Histórica
19 de febrero 2023;Combined Print & E-Book Fiction;4;VERITY;Colleen Hoover;61;Thriller psicológico
19 de febrero 2023;Combined Print & E-Book Fiction;5;HEART BONES;Colleen Hoover;1;Romance Contemporáneo
19 de febrero 2023;Combined Print & E-Book Fiction;6;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;83;Ficción histórica
19 de febrero 2023;Combined Print & E-Book Fiction;7;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;8;Ficción Contemporánea
19 de febrero 2023;Combined Print & E-Book Fiction;8;UGLY LOVE;Colleen Hoover;56;Romance Contemporáneo
19 de febrero 2023;Combined Print & E-Book Fiction;9;DEMON COPPERHEAD;Barbara Kingsolver;13;Ficción Histórica
19 de febrero 2023;Combined Print & E-Book Fiction;10;EXILES;Jane Harper;1;Misterio
19 de febrero 2023;Combined Print & E-Book Fiction;11;THE SILENT PATIENT;Alex Michaelides;57;Thriller psicológico
19 de febrero 2023;Combined Print & E-Book Fiction;12;THE HOUSE IN THE PINES;Ana Reyes;5;Thriller psicológico
19 de febrero 2023;Combined Print & E-Book Fiction;13;NOVEMBER 9;Colleen Hoover;36;Romance Contemporáneo
19 de febrero 2023;Combined Print & E-Book Fiction;14;HINGS WE NEVER GOT OVER;Lucy Score;2;Romance Contemporáneo
19 de febrero 2023;Combined Print & E-Book Fiction;15;DAISY JONES & THE SIX;Taylor Jenkins Reid;6;Ficción Histórica
19 de febrero 2023;Combined Print & E-Book Nonfiction;1;SPARE;Prince Harry;4;Autobiografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;2;LOVE, PAMELA;Pamela Anderson;1;Autobiografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel van der Kolk;128;Psicología
19 de febrero 2023;Combined Print & E-Book Nonfiction;4;I'M GLAD MY MOM DIED;Jennette McCurdy;26;Autobiografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;5;THE NAZI CONSPIRACY;Brad Meltzer and Josh Mensch;4;Historia
19 de febrero 2023;Combined Print & E-Book Nonfiction;6;NEVER GIVE AN INCH;Mike Pompeo;2;Autobiografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;7;THE LIGHT WE CARRY;Michelle Obama;12;Autobiografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;8;COBALT RED;Siddharth Kara;1;Ensayo
19 de febrero 2023;Combined Print & E-Book Nonfiction;9;ALL ABOUT LOVE;Bell Hooks;35;Ensayo
19 de febrero 2023;Combined Print & E-Book Nonfiction;10;THE 1619 PROJECT;Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein;26;Ensayo
19 de febrero 2023;Combined Print & E-Book Nonfiction;11;AND THERE WAS LIGHT;Jon Meacham;15;Biografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;12;FRIENDS, LOVERS, AND THE BIG TERRIBLE THING;Matthew Perry;14;Autobiografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;13;STRAIGHT SHOOTER;Stephen A. Smith;3;Autobiografía
19 de febrero 2023;Combined Print & E-Book Nonfiction;14;BRAIDING SWEETGRASS;Robin Wall Kimmerer;66;Naturaleza
19 de febrero 2023;Combined Print & E-Book Nonfiction;15;MASTER SLAVE HUSBAND WIFE;Ilyon Woo;2;Biografía
26 de febrero 2023;Combined Print & E-Book Fiction;1;ENCORE IN DEATH;J.D. Robb;1;Misterio
26 de febrero 2023;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;87;Romance Contemporáneo
26 de febrero 2023;Combined Print & E-Book Fiction;3;IT STARTS WITH US;Colleen Hoover;17;Romance Contemporáneo
26 de febrero 2023;Combined Print & E-Book Fiction;4;HEART BONES;Colleen Hoover;2;Romance Contemporáneo
26 de febrero 2023;Combined Print & E-Book Fiction;5;LESSONS IN CHEMISTRY;Bonnie Garmus;14;Ficción Histórica
26 de febrero 2023;Combined Print & E-Book Fiction;6;SOMEONE ELSE'S SHOES;Jojo Moyes;1;Ficción Contemporánea
26 de febrero 2023;Combined Print & E-Book Fiction;7;SECRETLY YOURS;Tessa Bailey;1;Romance Contemporáneo
26 de febrero 2023;Combined Print & E-Book Fiction;8;VERITY;Colleen Hoover;62;Thriller psicológico
26 de febrero 2023;Combined Print & E-Book Fiction;9;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;84;Ficción Histórica
26 de febrero 2023;Combined Print & E-Book Fiction;10;UGLY LOVE;Colleen Hoover;57;Romance Contemporáneo
26 de febrero 2023;Combined Print & E-Book Fiction;11;UNNATURAL HISTORY;Jonathan Kellerman;1;Misterio
26 de febrero 2023;Combined Print & E-Book Fiction;12;RADIANT SIN;Katee Robert;1;Romance Erótico
26 de febrero 2023;Combined Print & E-Book Fiction;13;ICEBREAKER;Hannah Grace;1;Romance Contemporáneo
26 de febrero 2023;Combined Print & E-Book Fiction;14;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;9;Ficción Contemporánea
26 de febrero 2023;Combined Print & E-Book Fiction;15;THE SILENT PATIENT;Alex Michaelides;58;Thriller psicológico
26 de febrero 2023;Combined Print & E-Book Nonfiction;1;SPARE;Prince Harry;5;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel van der Kolk;129;Psicología
26 de febrero 2023;Combined Print & E-Book Nonfiction;3;I'M GLAD MY MOM DIED;Jennette McCurdy;27;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;4;LOVE, PAMELA;Pamela Anderson;2;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;5;THE LIGHT WE CARRY;Michelle Obama;13;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;6;PEOPLE VS. DONALD TRUMP;Mark Pomerantz;1;Política
26 de febrero 2023;Combined Print & E-Book Nonfiction;7;NEVER GIVE AN INCH;Mike Pompeo;3;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;8;FRIENDS, LOVERS, AND THE BIG TERRIBLE THING;Matthew Perry;15;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;9;THE NAZI CONSPIRACY;Brad Meltzer and Josh Mensch;5;Historia
26 de febrero 2023;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;36;Ensayo
26 de febrero 2023;Combined Print & E-Book Nonfiction;11;BAD MORMON;Heather Gay;1;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;12;FINDING ME;Viola Davis;20;Autobiografía
26 de febrero 2023;Combined Print & E-Book Nonfiction;13;BRAIDING SWEETGRASS;Robin Wall Kimmerer;67;Naturaleza
26 de febrero 2023;Combined Print & E-Book Nonfiction;14;WALK THE BLUE LINE;James Patterson and Matt Eversmann with Chris Mooney;1;Policial
26 de febrero 2023;Combined Print & E-Book Nonfiction;15;THE 1619 PROJECT;Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein;27;Ensayo
5 de marzo 2023;Combined Print & E-Book Fiction;1;IT STARTS WITH US;Colleen Hoover;18;Romance Contemporáneo
5 de marzo 2023;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;88;Romance Contemporáneo
5 de marzo 2023;Combined Print & E-Book Fiction;3;HEART BONES;Colleen Hoover;3;Romance Contemporáneo
5 de marzo 2023;Combined Print & E-Book Fiction;4;LESSONS IN CHEMISTRY;Bonnie Garmus;15;Ficción Histórica
5 de marzo 2023;Combined Print & E-Book Fiction;5;VERITY;Colleen Hoover;63;Thriller psicológico
5 de marzo 2023;Combined Print & E-Book Fiction;6;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;85;Ficción Histórica
5 de marzo 2023;Combined Print & E-Book Fiction;7;UGLY LOVE;Colleen Hoover;58;Romance Contemporáneo
5 de marzo 2023;Combined Print & E-Book Fiction;8;DAISY JONES & THE SIX;Taylor Jenkins Reid;7;Ficción Histórica
5 de marzo 2023;Combined Print & E-Book Fiction;9;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;10;Ficción Contemporánea
5 de marzo 2023;Combined Print & E-Book Fiction;10;SOMEONE ELSE'S SHOES;Jojo Moyes;2;Ficción Contemporánea
5 de marzo 2023;Combined Print & E-Book Fiction;11;3 DAYS TO LIVE;James Patterson;1;Thriller
5 de marzo 2023;Combined Print & E-Book Fiction;12;THE LAST ORPHAN;Gregg Hurwitz;1;Thriller
5 de marzo 2023;Combined Print & E-Book Fiction;13;THINGS WE NEVER GOT OVER;Lucy Score;3;Romance Contemporáneo
5 de marzo 2023;Combined Print & E-Book Fiction;14;THE SILENT PATIENT;Alex Michaelides;59;Thriller psicológico
5 de marzo 2023;Combined Print & E-Book Fiction;15;DEMON COPPERHEAD;Barbara Kingsolver;14;Ficción Histórica
5 de marzo 2023;Combined Print & E-Book Nonfiction;1;SPARE;Prince Harry;6;Autobiografía
5 de marzo 2023;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel van der Kolk;130;Psicología
5 de marzo 2023;Combined Print & E-Book Nonfiction;3;UNSCRIPTED;James B. Stewart and Rachel Abrams;1;Crónica Periodística
5 de marzo 2023;Combined Print & E-Book Nonfiction;4;I'M GLAD MY MOM DIED;Jennette McCurdy;28;Autobiografía
5 de marzo 2023;Combined Print & E-Book Nonfiction;5;CASTE;Isabel Wilkerson;58;Ensayo
5 de marzo 2023;Combined Print & E-Book Nonfiction;6;THE LIGHT WE CARRY;Michelle Obama;14;Autobiografía
5 de marzo 2023;Combined Print & E-Book Nonfiction;7;LOVE, PAMELA;Pamela Anderson;3;Autobiografía
5 de marzo 2023;Combined Print & E-Book Nonfiction;8;BITTERSWEET; Susan Cain;4;Ensayo
5 de marzo 2023;Combined Print & E-Book Nonfiction;9;THE CLIMATE BOOK;Greta Thunberg;1;Ensayo
5 de marzo 2023;Combined Print & E-Book Nonfiction;10;THE NAZI CONSPIRACY;Brad Meltzer and Josh Mensch;6;Historia
5 de marzo 2023;Combined Print & E-Book Nonfiction;11;WALK THE BLUE LINE;James Patterson and Matt Eversmann with Chris Mooney;2;Policial
5 de marzo 2023;Combined Print & E-Book Nonfiction;12;KILLERS OF THE FLOWER MOON;David Grann;71;Historia
5 de marzo 2023;Combined Print & E-Book Nonfiction;13;ALL ABOUT LOVE;Bell Hooks;37;Ensayo
5 de marzo 2023;Combined Print & E-Book Nonfiction;14;NEVER GIVE AN INCH;Mike Pompeo;4;Autobiografía
5 de marzo 2023;Combined Print & E-Book Nonfiction;15;FRIENDS, LOVERS, AND THE BIG TERRIBLE THING;Matthew Perry;16;Autobiografía
12 de marzo 2023;Combined Print & E-Book Fiction;1;THINGS WE HIDE FROM THE LIGHT;Lucy Score;1;Romance Contemporáneo
12 de marzo 2023;Combined Print & E-Book Fiction;2;IT STARTS WITH US;Colleen Hoover;19;Romance Contemporáneo
12 de marzo 2023;Combined Print & E-Book Fiction;3;IT ENDS WITH US;Colleen Hoover;89;Romance Contemporáneo
12 de marzo 2023;Combined Print & E-Book Fiction;4;LESSONS IN CHEMISTRY;Bonnie Garmus;16;Ficción Histórica
12 de marzo 2023;Combined Print & E-Book Fiction;5;BURNER;Mark Greaney;1;Thriller
12 de marzo 2023;Combined Print & E-Book Fiction;6;HEART BONES;Colleen Hoover;4;Romance Contemporáneo
12 de marzo 2023;Combined Print & E-Book Fiction;7;VERITY;Colleen Hoover;64;Thriller psicológico
12 de marzo 2023;Combined Print & E-Book Fiction;8;DAISY JONES & THE SIX;Taylor Jenkins Reid;8;Ficción Histórica
12 de marzo 2023;Combined Print & E-Book Fiction;9;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;86;Ficción Histórica
12 de marzo 2023;Combined Print & E-Book Fiction;10;THE LAST KINDOM;Steve Berry ;1;Ficción Histórica
12 de marzo 2023;Combined Print & E-Book Fiction;11;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;11;Ficción Contemporánea
12 de marzo 2023;Combined Print & E-Book Fiction;12;UGLY LOVE;Colleen Hoover;59;Romance Contemporáneo
12 de marzo 2023;Combined Print & E-Book Fiction;13;I HAVE SOME QUESTIONS FOR YOU;Rebecca Makkai;1;Misterio
12 de marzo 2023;Combined Print & E-Book Fiction;14;SOMEONE ELSE'S SHOES;Jojo Moyes;3;Ficción Contemporánea
12 de marzo 2023;Combined Print & E-Book Fiction;15;THE PARIS APARTMENT;Lucy Foley;11;Misterio
12 de marzo 2023;Combined Print & E-Book Nonfiction;1;SPARE;Prince Harry;7;Autobiografía
12 de marzo 2023;Combined Print & E-Book Nonfiction;2;IT'S OK TO BE ANGRY ABOUT CAPITALISM;Bernie Sanders with John Nichols;1;Política
12 de marzo 2023;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel van der Kolk;131;Psicología
12 de marzo 2023;Combined Print & E-Book Nonfiction;4;I'M GLAD MY MOM DIED;Jennette McCurdy;29;Autobiografía
12 de marzo 2023;Combined Print & E-Book Nonfiction;5;THE LIGHT WE CARRY;Michelle Obama;15;Autobiografía
12 de marzo 2023;Combined Print & E-Book Nonfiction;6;WALK THE BLUE LINE;James Patterson and Matt Eversmann with Chris Mooney;3;Policial
12 de marzo 2023;Combined Print & E-Book Nonfiction;7;ALL ABOUT LOVE;Bell Hooks;38;Ensayo
12 de marzo 2023;Combined Print & E-Book Nonfiction;8;CASTE;Isabel Wilkerson;59;Ensayo
12 de marzo 2023;Combined Print & E-Book Nonfiction;9;UNSCRIPTED;James B. Stewart and Rachel Abrams;2;Crónica Periodística
12 de marzo 2023;Combined Print & E-Book Nonfiction;10;LOVE, PAMELA;Pamela Anderson;4;Autobiografía
12 de marzo 2023;Combined Print & E-Book Nonfiction;11;ALL MY KNOTTED-UP LIFE;Beth Moore;1;Autobiografía
12 de marzo 2023;Combined Print & E-Book Nonfiction;12;THE NAZI CONSPIRACY;Brad Meltzer and Josh Mensch;7;Historia
12 de marzo 2023;Combined Print & E-Book Nonfiction;13;BRAIDING SWEETGRASS;Robin Wall Kimmerer;68;Naturaleza
12 de marzo 2023;Combined Print & E-Book Nonfiction;14;THE 1619 PROJECT;Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein;28;Ensayo
12 de marzo 2023;Combined Print & E-Book Nonfiction;15;BITTERSWEET;Susan Cain;5;Ensayo
19 de marzo 2023;Combined Print & E-Book Fiction;1;STORM WATCH;C.J. Box;1;Misterio
19 de marzo 2023;Combined Print & E-Book Fiction;2;NEVER NEVER;Colleen Hoover and Tarryn Fisher;1;Romance Contemporáneo
19 de marzo 2023;Combined Print & E-Book Fiction;3;IT STARTS WITH US;Colleen Hoover;20;Romance Contemporáneo
19 de marzo 2023;Combined Print & E-Book Fiction;4;LESSONS IN CHEMISTRY;Bonnie Garmus;17;Ficción Histórica
19 de marzo 2023;Combined Print & E-Book Fiction;5;IT ENDS WITH US;Colleen Hoover;90;Romance Contemporáneo
19 de marzo 2023;Combined Print & E-Book Fiction;6;DAISY JONES & THE SIX;Taylor Jenkins Reid;9;Ficción Histórica
19 de marzo 2023;Combined Print & E-Book Fiction;7;VERITY;Colleen Hoover;65;Thriller psicológico
19 de marzo 2023;Combined Print & E-Book Fiction;8;HEART BONES;Colleen Hoover;5;Romance Contemporáneo
19 de marzo 2023;Combined Print & E-Book Fiction;9;A DAY OF FALLEN NIGHT; Samantha Shannon;1;Fantasía
19 de marzo 2023;Combined Print & E-Book Fiction;10;THINGS WE HIDE FROM THE LIGHT;Lucy Score;2;Romance Contemporáneo
19 de marzo 2023;Combined Print & E-Book Fiction;11;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;87;Ficción Histórica
19 de marzo 2023;Combined Print & E-Book Fiction;12;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;12;Ficción Contemporánea
19 de marzo 2023;Combined Print & E-Book Fiction;13;UGLY LOVE;Colleen Hoover;60;Romance Contemporáneo
19 de marzo 2023;Combined Print & E-Book Fiction;14;THE PARIS APARTMENT;Lucy Foley;12;Misterio
19 de marzo 2023;Combined Print & E-Book Fiction;15;SOMEONE ELSE'S SHOES;Jojo Moyes;4;Ficción Contemporánea
19 de marzo 2023;Combined Print & E-Book Nonfiction;1;THE COURAGE TO BE FREE;Ron DeSantis;1;Política
19 de marzo 2023;Combined Print & E-Book Nonfiction;2;SPARE;Prince Harry;8;Autobiografía
19 de marzo 2023;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel van der Kolk;132;Psicología
19 de marzo 2023;Combined Print & E-Book Nonfiction;4;I'M GLAD MY MOM DIED;Jennette McCurdy;30;Autobiografía
19 de marzo 2023;Combined Print & E-Book Nonfiction;5;ENCHANTMENT;Katherine May;1;Autoayuda
19 de marzo 2023;Combined Print & E-Book Nonfiction;6;THE LIGHT WE CARRY;Michelle Obama;16;Autobiografía
19 de marzo 2023;Combined Print & E-Book Nonfiction;7;IT'S OK TO BE ANGRY ABOUT CAPITALISM;Bernie Sanders with John Nichols;2;Política
19 de marzo 2023;Combined Print & E-Book Nonfiction;8;ALL MY KNOTTED-UP LIFE;Beth Moore;2;Autobiografía
19 de marzo 2023;Combined Print & E-Book Nonfiction;9;WAKE UP WITH PURPOSE!;Sister Jean Dolores Schmidt with Seth Davis;1;Autobiografía
19 de marzo 2023;Combined Print & E-Book Nonfiction;10;WALK THE BLUE LINE;James Patterson and Matt Eversmann with Chris Mooney;4;Policial
19 de marzo 2023;Combined Print & E-Book Nonfiction;11;ALL ABOUT LOVE;Bell Hooks;39;Ensayo
19 de marzo 2023;Combined Print & E-Book Nonfiction;12;BRAIDING SWEETGRASS;Robin Wall Kimmerer;69;Naturaleza
19 de marzo 2023;Combined Print & E-Book Nonfiction;13;CASTE;Isabel Wilkerson;60;Ensayo
19 de marzo 2023;Combined Print & E-Book Nonfiction;14;THE NAZI CONSPIRACY;Brad Meltzer and Josh Mensch;8;Historia
19 de marzo 2023;Combined Print & E-Book Nonfiction;15;THE 1619 PROJECT;Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein;29;Ensayo
26 de marzo 2023;Combined Print & E-Book Fiction;1;IT STARTS WITH US;Colleen Hoover;21;Romance Contemporáneo
26 de marzo 2023;Combined Print & E-Book Fiction;2;DAISY JONES & THE SIX;Taylor Jenkins Reid;10;Ficción Histórica
26 de marzo 2023;Combined Print & E-Book Fiction;3;IT ENDS WITH US;Colleen Hoover;91;Romance Contemporáneo
26 de marzo 2023;Combined Print & E-Book Fiction;4;NEVER NEVER;Colleen Hoover and Tarryn Fisher;2;Romance Contemporáneo
26 de marzo 2023;Combined Print & E-Book Fiction;5;LESSONS IN CHEMISTRY;Bonnie Garmus;18;Ficción Histórica
26 de marzo 2023;Combined Print & E-Book Fiction;6;WORTHY OPPONENTS;Danielle Steel;1;Romance Contemporáneo
26 de marzo 2023;Combined Print & E-Book Fiction;7;HEART BONES;Colleen Hoover;6;Romance Contemporáneo
26 de marzo 2023;Combined Print & E-Book Fiction;8;VERITY;Colleen Hoover;66;Thriller psicológico
26 de marzo 2023;Combined Print & E-Book Fiction;9;STORM WATCH;C.J. Box;2;Misterio
26 de marzo 2023;Combined Print & E-Book Fiction;10;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;88;Ficción Histórica
26 de marzo 2023;Combined Print & E-Book Fiction;11;PINEAPPLE STREET;Jenny Jackson;1;Ficción Contemporánea
26 de marzo 2023;Combined Print & E-Book Fiction;12;UGLY LOVE;Colleen Hoover;61;Romance Contemporáneo
26 de marzo 2023;Combined Print & E-Book Fiction;13;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;13;Ficción Contemporánea
26 de marzo 2023;Combined Print & E-Book Fiction;14;THINGS WE HIDE FROM THE LIGHT;Lucy Score;3;Romance Contemporáneo
26 de marzo 2023;Combined Print & E-Book Fiction;15;THE PARIS APARTMENT;Lucy Foley;13;Misterio
26 de marzo 2023;Combined Print & E-Book Nonfiction;1;SPARE;Prince Harry;9;Autobiografía
26 de marzo 2023;Combined Print & E-Book Nonfiction;2;THE COURAGE TO BE FREE;Ron DeSantis;2;Política
26 de marzo 2023;Combined Print & E-Book Nonfiction;3;THE BODY KEEPS THE SCORE;Bessel van der Kolk;133;Psicología
26 de marzo 2023;Combined Print & E-Book Nonfiction;4;I'M GLAD MY MOM DIED;Jennette McCurdy;31;Autobiografía
26 de marzo 2023;Combined Print & E-Book Nonfiction;5;IT'S OK TO BE ANGRY ABOUT CAPITALISM;Bernie Sanders with John Nichols;3;Política
26 de marzo 2023;Combined Print & E-Book Nonfiction;6;WALK THE BLUE LINE;James Patterson and Matt Eversmann with Chris Mooney;5;Policial
26 de marzo 2023;Combined Print & E-Book Nonfiction;7;THE LIGHT WE CARRY;Michelle Obama;17;Autobiografía
26 de marzo 2023;Combined Print & E-Book Nonfiction;8;ALL ABOUT LOVE;Bell Hooks;40;Ensayo
26 de marzo 2023;Combined Print & E-Book Nonfiction;9;SAVING TIME;Jenny Odell;1;Ensayo
26 de marzo 2023;Combined Print & E-Book Nonfiction;10;BRAIDING SWEETGRASS;Robin Wall Kimmerer;70;Naturaleza
26 de marzo 2023;Combined Print & E-Book Nonfiction;11;ENCHANTMENT;Katherine May;2;Autoayuda
26 de marzo 2023;Combined Print & E-Book Nonfiction;12;ALL MY KNOTTED-UP LIFE;Beth Moore;3;Autobiografía
26 de marzo 2023;Combined Print & E-Book Nonfiction;13;THE MYTH OF NORMAL;Gabor Maté with Daniel Maté;9;Psicología
26 de marzo 2023;Combined Print & E-Book Nonfiction;14;WAKE UP WITH PURPOSE!;Sister Jean Dolores Schmidt with Seth Davis;2;Autobiografía
26 de marzo 2023;Combined Print & E-Book Nonfiction;15;THE 1619 PROJECT;Nikole Hannah-Jones, Caitlin Roper, Ilena Silverman and Jake Silverstein;30;Ensayo
2 de abril 2023;Combined Print & E-Book Fiction;1;I WILL FIND YOU;Harlan Coben;1;Thriller
2 de abril 2023;Combined Print & E-Book Fiction;2;HELLO BEAUTIFUL;Ann Napolitano;1;Ficción Contemporánea
2 de abril 2023;Combined Print & E-Book Fiction;3;IT STARTS WITH US;Colleen Hoover;22;Romance Contemporáneo
2 de abril 2023;Combined Print & E-Book Fiction;4;IT ENDS WITH US;Colleen Hoover;92;Romance Contemporáneo
2 de abril 2023;Combined Print & E-Book Fiction;5;DAISY JONES & THE SIX;Taylor Jenkins Reid;11;Ficción Histórica
2 de abril 2023;Combined Print & E-Book Fiction;6;LESSONS IN CHEMISTRY;Bonnie Garmus;19;Ficción Histórica
2 de abril 2023;Combined Print & E-Book Fiction;7;NEVER NEVER;Colleen Hoover;3;Romance Contemporáneo
2 de abril 2023;Combined Print & E-Book Fiction;8;VERITY;Colleen Hoover;67;Thriller psicológico
2 de abril 2023;Combined Print & E-Book Fiction;9;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;89;Ficción Histórica
2 de abril 2023;Combined Print & E-Book Fiction;10;HEART BONES;Colleen Hoover;7;Romance Contemporáneo
2 de abril 2023;Combined Print & E-Book Fiction;11;UGLY LOVE;Colleen Hoover;62;Romance Contemporáneo
2 de abril 2023;Combined Print & E-Book Fiction;12;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;14;Ficción Contemporánea
2 de abril 2023;Combined Print & E-Book Fiction;13;PINEAPPLE STREET;Jenny Jackson;2;Ficción Contemporánea
2 de abril 2023;Combined Print & E-Book Fiction;14;THINGS WE HIDE FROM THE LIGHT;Lucy Score;4;Romance Contemporáneo
2 de abril 2023;Combined Print & E-Book Fiction;15;STORM WATCH;C.J. Box;3;Misterio
2 de abril 2023;Combined Print & E-Book Nonfiction;1;SAVED;Benjamin Hall;1;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;2;SPARE;Prince Harry;10;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;3;PARIS;Paris Hilton;1;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;4;THE COURAGE TO BE FREE;Ron DeSantis;3;Política
2 de abril 2023;Combined Print & E-Book Nonfiction;5;THE BODY KEEPS THE SCORE;Bessel van der Kolk;134;Psicología
2 de abril 2023;Combined Print & E-Book Nonfiction;6;I'M GLAD MY MOM DIED;Jennette McCurdy;32;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;7;THE LONGEST RACE;Kara Goucher with Mary Pilon;1;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;8;THE LIGHT WE CARRY;Michelle Obama;18;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;9;WALK THE BLUE LINE;James Patterson and Matt Eversmann with Chris Mooney;6;Policial
2 de abril 2023;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;41;Ensayo
2 de abril 2023;Combined Print & E-Book Nonfiction;11;BRAIDING SWEETGRASS;Robin Wall Kimmerer;71;Naturaleza
2 de abril 2023;Combined Print & E-Book Nonfiction;12;ENCHANTMENT;Katherine May;3;Autoayuda
2 de abril 2023;Combined Print & E-Book Nonfiction;13;BELONGING;Michelle Miller with Rosemarie Robotham;1;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;14;ALL MY KNOTTED-UP LIFE;Beth Moore;4;Autobiografía
2 de abril 2023;Combined Print & E-Book Nonfiction;15;IT'S OK TO BE ANGRY ABOUT CAPITALISM;Bernie Sanders with John Nichols;4;Política
9 de abril 2023;Combined Print & E-Book Fiction;1;IT STARTS WITH US;Colleen Hoover;23;Romance Contemporáneo
9 de abril 2023;Combined Print & E-Book Fiction;2;LESSONS IN CHEMISTRY;Bonnie Garmus;20;Ficción Histórica
9 de abril 2023;Combined Print & E-Book Fiction;3;DAISY JONES & THE SIX;Taylor Jenkins Reid;12;Ficción Histórica
9 de abril 2023;Combined Print & E-Book Fiction;4;IT ENDS WITH US;Colleen Hoover;93;Romance Contemporáneo
9 de abril 2023;Combined Print & E-Book Fiction;5;COUNTDOWN; James Patterson and Brendan DuBois;1;Thriller
9 de abril 2023;Combined Print & E-Book Fiction;6;I WILL FIND YOU;Harlan Coben;2;Thriller
9 de abril 2023;Combined Print & E-Book Fiction;7;HELLO BEAUTIFUL;Ann Napolitano;2;Ficción Contemporánea
9 de abril 2023;Combined Print & E-Book Fiction;8;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;90;Ficción Histórica
9 de abril 2023;Combined Print & E-Book Fiction;9;VERITY;Colleen Hoover;68;Thriller psicológico
9 de abril 2023;Combined Print & E-Book Fiction;10;NEVER NEVER;Colleen Hoover and Tarryn Fisher;4;Romance Contemporáneo
9 de abril 2023;Combined Print & E-Book Fiction;11;THE LAST THING HE TOLD ME; Laura Dave;37;Thriller
9 de abril 2023;Combined Print & E-Book Fiction;12;SMOLDER;Laurell K. Hamilton;1;Fantasía
9 de abril 2023;Combined Print & E-Book Fiction;13;THE WHITE LADY;Jacqueline Winspear;1;Misterio
9 de abril 2023;Combined Print & E-Book Fiction;14;HEART BONES;Collen Hoover;8;Romance Contemporáneo
